PLAYER_NAME,BAT_DATE,BAT_TM,BAT_OPP,BAT_G,BAT_PA,BAT_AB,BAT_R,BAT_H,BAT_2B,BAT_3B,BAT_HR,BAT_RBI,BAT_BB,BAT_IBB,BAT_SO,BAT_HBP,BAT_SH,BAT_SF,BAT_GDP,BAT_SB,BAT_CS,BAT_BA,BAT_OBP,BAT_SLG,BAT_OPS,BAT_MLBID,BAT_TB,BAT_H_R_RBI,BAT_HITTER_FANTASY_EST,PIT_DATE,PIT_TM,PIT_OPP,PIT_G,PIT_GS,PIT_W,PIT_L,PIT_SV,PIT_IP,PIT_H,PIT_R,PIT_ER,PIT_BB,PIT_SO,PIT_HR,PIT_HBP,PIT_ERA,PIT_BF,PIT_PIT,PIT_STR,PIT_WHIP,PIT_MLBID,PIT_K_PER_IP,SC_AVG_EXIT_VELO,SC_AVG_LAUNCH_ANGLE,SC_XBA,SC_XSLG,SC_HARD_HIT_RATE,SC_BARREL_RATE_EST,LAST_HIT_RESULT_DATE,LAST_HIT_OPPONENT,LAST_HIT_PA,LAST_HIT_AB,LAST_HIT_H,LAST_HIT_R,LAST_HIT_RBI,LAST_HIT_HR,LAST_HIT_BB,LAST_HIT_HBP,LAST_HIT_SO,LAST_HIT_SB,LAST_HIT_SINGLES,LAST_HIT_DOUBLES,LAST_HIT_TRIPLES,LAST_HIT_TOTAL_BASES,LAST_HIT_H_PLUS_R_PLUS_RBI,LAST_HIT_HITTER_FANTASY_PP,LAST_PIT_RESULT_DATE,LAST_PIT_OPPONENT,LAST_PIT_IP,LAST_PIT_OUTS,LAST_PIT_K,LAST_PIT_ER,LAST_PIT_BB,LAST_PIT_HITS_ALLOWED,LAST_PIT_HR_ALLOWED,LAST_PIT_PITCHES,LAST_PIT_WIN,LAST_PIT_QUALITY_START,LAST_PIT_PITCHER_FANTASY_PP
MASYN WINN,"Jul 10, 2026",STL,ATL,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,691026.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,82.30892857142858,21.785714285714285,0.25725,0.4016428571428571,0.0921052631578947,0.006578947368421,2026-07-10,ATL,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,
MATT KROOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",WSH,NYY,1.0,0.0,0.0,1.0,0.0,0.1,2.0,2.0,2.0,0.0,0.0,1.0,0.0,,3.0,11.0,7.0,,640454.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,NYY,0.1,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,-5.0
MATT OLSON,"Jul 10, 2026",ATL,STL,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,621566.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,87.50655737704918,24.693548387096776,0.28875,0.7557857142857143,0.1191709844559585,0.005181347150259,2026-07-10,STL,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,
MATT STRAHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",KC,BAL,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,,5.0,22.0,15.0,,621381.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,BAL,1.0,3.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0
MATT VIERLING,"Jul 10, 2026",DET,PHI,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,663837.0,0.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,86.41851851851852,29.55555555555556,0.2898235294117647,0.3584117647058824,0.1153846153846153,0.0,2026-07-10,PHI,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,,,,,,,,,,,,
MAURICIO DUBÓN,"Jul 10, 2026",ATL,STL,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,643289.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,78.53235294117647,20.81159420289855,0.302516129032258,0.3543548387096774,0.0769230769230769,0.0,2026-07-10,STL,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
MAX LAZAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",PHI,DET,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,0.0,2.0,0.0,,7.0,16.0,9.0,,676661.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,DET,1.0,3.0,0.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,-6.0
MICHAEL BUSCH,"Jul 10, 2026",CHC,CIN,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,683737.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,80.75217391304348,20.5,0.3077391304347825,0.5046521739130435,0.0687022900763358,0.0,2026-07-10,CIN,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
MICHAEL CONFORTO,"Jul 10, 2026",CHC,CIN,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,624424.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,84.52592592592592,15.185185185185183,0.2579375,0.6148125,0.0777777777777777,0.0111111111111111,2026-07-10,CIN,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
MICHAEL HARRIS II,"Jul 10, 2026",ATL,STL,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,671739.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,84.94666666666667,16.3,0.3810277777777778,0.6041944444444445,0.1111111111111111,0.0058479532163742,2026-07-10,STL,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
MICHAEL MASSEY,"Jul 10, 2026",KC,BAL,1.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,686681.0,2.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,84.95161290322581,10.161290322580646,0.4308125,0.6290625,0.0857142857142857,0.0,2026-07-10,BAL,4.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,9.0,,,,,,,,,,,,,
MICKEY MONIAK,"Jul 10, 2026",COL,SF,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,666160.0,0.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,84.3232558139535,19.13953488372093,0.3576666666666667,0.6422857142857142,0.1454545454545454,0.009090909090909,2026-07-10,SF,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,,,,,,,,,,,,,
MIGUEL ANDUJAR,"Jul 10, 2026",SD,TOR,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,609280.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,81.55,6.821428571428571,0.2520714285714285,0.3700714285714285,0.0655737704918032,0.0,2026-07-10,TOR,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,
MIGUEL ROJAS,"Jul 10, 2026",LAD,AZ,1.0,4.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,500743.0,2.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,81.88846153846154,15.73076923076923,0.3254285714285714,0.4192142857142857,0.125,0.0,2026-07-10,AZ,4.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,10.0,,,,,,,,,,,,,
MIGUEL VARGAS,"Jul 10, 2026",CWS,ATH,1.0,5.0,4.0,2.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,678246.0,8.0,8.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,86.22884615384615,28.75,0.2687692307692307,0.649423076923077,0.1066666666666666,0.02,2026-07-10,ATH,5.0,4.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,8.0,30.0,,,,,,,,,,,,,
MIKE YASTRZEMSKI,"Jul 10, 2026",ATL,STL,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,573262.0,2.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,86.98536585365854,26.97560975609756,0.3542727272727272,0.7356363636363636,0.0985915492957746,0.0070422535211267,2026-07-10,STL,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,7.0,,,,,,,,,,,,,
MILES MASTROBUONI,"Jul 10, 2026",SEA,TB,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,670156.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,88.55,5.5,0.0355,0.0475,0.0,0.0,2026-07-10,TB,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
MOOKIE BETTS,"Jul 10, 2026",LAD,AZ,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,605141.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,85.68139534883721,25.023255813953487,0.25576,0.42512,0.1176470588235294,0.0168067226890756,2026-07-10,AZ,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,,,,,,,,,,,,,
MUNETAKA MURAKAMI,"Jul 10, 2026",CWS,ATH,1.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,808959.0,2.0,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,83.6,-16.0,0.503,0.561,0.05,0.0,2026-07-10,ATH,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,3.0,9.0,,,,,,,,,,,,,
MYLES STRAW,"Jul 10, 2026",TOR,SD,1.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,664702.0,0.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,81.26,11.0,0.2521818181818182,0.4057272727272727,0.0909090909090909,0.0,2026-07-10,SD,4.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,8.0,,,,,,,,,,,,,
NASIM NUÑEZ,"Jul 10, 2026",WSH,NYY,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,683083.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,80.0037037037037,9.51851851851852,0.2758571428571428,0.4347142857142857,0.057471264367816,0.0114942528735632,2026-07-10,NYY,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
NATHAN LUKES,"Jul 10, 2026",TOR,SD,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,664770.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,80.32037037037037,17.833333333333332,0.3111538461538461,0.3621153846153845,0.0507246376811594,0.0,2026-07-10,SD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
NELSON VELÁZQUEZ,"Jul 10, 2026",STL,ATL,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,676369.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,82.07333333333332,17.4,0.3519230769230769,0.645076923076923,0.127906976744186,0.0,2026-07-10,ATL,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
NICK DAVILA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",SEA,TB,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,9.0,8.0,,689546.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,TB,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
NICK GONZALES,"Jul 10, 2026",PIT,MIL,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,693304.0,0.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,81.86129032258064,15.370967741935484,0.3625384615384615,0.4664615384615385,0.0828402366863905,0.0,2026-07-10,MIL,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,,,,,,,,,,,,,
NICK LOFTIN,"Jul 10, 2026",KC,BAL,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,679845.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,85.33157894736841,15.710526315789474,0.3020769230769231,0.4049230769230769,0.040650406504065,0.0,2026-07-10,BAL,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
NICK MARTINEZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",TB,SEA,1.0,1.0,1.0,0.0,0.0,5.1,4.0,2.0,2.0,1.0,1.0,1.0,0.0,,20.0,70.0,44.0,,607259.0,0.196078431372549,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,SEA,5.1,16.0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,0.0,19.0
NICKY LOPEZ,"Jul 10, 2026",TEX,HOU,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,670032.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,77.28,0.7419354838709677,0.2529375,0.2891875,0.034090909090909,0.0,2026-07-10,HOU,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,7.0,,,,,,,,,,,,,
NICO HOERNER,"Jul 10, 2026",CHC,CIN,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,663538.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,83.88857142857142,19.51428571428572,0.3502727272727273,0.4403636363636364,0.064516129032258,0.0,2026-07-10,CIN,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
NOELVI MARTE,"Jul 10, 2026",CIN,CHC,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,682622.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,78.84242424242424,21.24242424242424,0.2167894736842105,0.3658421052631578,0.0510204081632653,0.0,2026-07-10,CHC,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
NOLAN ARENADO,"Jul 10, 2026",AZ,LAD,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,571448.0,0.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,82.91219512195123,19.170731707317078,0.2803684210526316,0.4376842105263158,0.0714285714285714,0.0071428571428571,2026-07-10,LAD,5.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,,,,,,,,,,,,,
NOLAN MCLEAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",NYM,BOS,1.0,1.0,0.0,1.0,0.0,6.0,5.0,2.0,0.0,2.0,7.0,0.0,1.0,,26.0,98.0,60.0,,690997.0,1.1666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,BOS,6.0,18.0,7.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,43.0
NOLAN SCHANUEL,"Jul 10, 2026",LAA,MIN,1.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,694384.0,0.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,82.15625,20.5625,0.4307777777777778,0.5419444444444443,0.0697674418604651,0.0,2026-07-10,MIN,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,,,,,,,,,,,,,
OSWALD PERAZA,"Jul 10, 2026",LAA,MIN,1.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,672724.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,74.32903225806452,10.225806451612904,0.2916249999999999,0.324125,0.0379746835443038,0.0,2026-07-10,MIN,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,,,,,,,,,,,,,
OTTO LOPEZ,"Jul 10, 2026",MIA,CLE,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,672640.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,85.08749999999999,21.77083333333333,0.3512222222222222,0.5706666666666667,0.1038961038961039,0.0064935064935064,2026-07-10,CLE,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
OZZIE ALBIES,"Jul 10, 2026",ATL,STL,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,645277.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,81.52222222222223,21.134146341463413,0.2354827586206896,0.4445172413793103,0.0582010582010582,0.0105820105820105,2026-07-10,STL,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
PARKER MESSICK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",CLE,MIA,1.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,,22.0,91.0,50.0,,800048.0,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,MIA,6.0,18.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,28.0
PAUL GOLDSCHMIDT,"Jul 10, 2026",NYY,WSH,1.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,502671.0,0.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,79.76451612903226,19.096774193548388,0.2573636363636363,0.391,0.0571428571428571,0.0095238095238095,2026-07-10,WSH,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,6.0,,,,,,,,,,,,,
PEDRO PAGÉS,"Jul 10, 2026",STL,ATL,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,686780.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,77.675,27.041666666666668,0.273875,0.319875,0.0491803278688524,0.0,2026-07-10,ATL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
PETE ALONSO,"Jul 10, 2026",BAL,KC,1.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,624413.0,0.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,82.09347826086957,22.97826086956522,0.3501578947368421,0.5891052631578947,0.08,0.0066666666666666,2026-07-10,KC,4.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,7.0,,,,,,,,,,,,,
PETE CROW-ARMSTRONG,"Jul 10, 2026",CHC,CIN,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,691718.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,83.65333333333334,23.444444444444443,0.4071578947368421,0.6532105263157895,0.0697674418604651,0.0,2026-07-10,CIN,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RAFAEL DEVERS,"Jul 10, 2026",SF,COL,1.0,5.0,3.0,1.0,3.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,646240.0,4.0,7.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,86.44791666666667,19.8125,0.3558620689655172,0.7642068965517241,0.0943396226415094,0.0,2026-07-10,COL,5.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,7.0,26.0,,,,,,,,,,,,,
RAFAEL MARCHÁN,"Jul 10, 2026",PHI,DET,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,665561.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,76.39285714285714,30.857142857142858,0.2428571428571428,0.2868571428571428,0.0256410256410256,0.0,2026-07-10,DET,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RANDY AROZARENA,"Jul 10, 2026",SEA,TB,1.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,668227.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,86.44358974358975,13.58974358974359,0.3989999999999999,0.6594347826086956,0.0748299319727891,0.0068027210884353,2026-07-10,TB,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,,,,,,,,,,,,,
RHYS HOSKINS,"Jul 10, 2026",CLE,MIA,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,656555.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,88.584,27.16,0.2855,0.8581,0.0543478260869565,0.0217391304347826,2026-07-10,MIA,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RICHIE PALACIOS,"Jul 10, 2026",TB,SEA,1.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,680700.0,4.0,3.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,82.7945945945946,19.67567567567568,0.4156190476190476,0.6137619047619047,0.0736842105263157,0.0,2026-07-10,SEA,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,14.0,,,,,,,,,,,,,
RICO GARCIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",BAL,KC,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,16.0,10.0,,670329.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,KC,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0
RILEY GREENE,"Jul 10, 2026",DET,PHI,1.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,682985.0,2.0,3.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,80.7046511627907,15.511627906976743,0.3832,0.83015,0.0443037974683544,0.0126582278481012,2026-07-10,PHI,4.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,15.0,,,,,,,,,,,,,
RILEY O'BRIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",STL,ATL,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,3.0,12.0,8.0,,676617.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,ATL,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
