PLAYER_NAME,BAT_DATE,BAT_TM,BAT_OPP,BAT_G,BAT_PA,BAT_AB,BAT_R,BAT_H,BAT_2B,BAT_3B,BAT_HR,BAT_RBI,BAT_BB,BAT_IBB,BAT_SO,BAT_HBP,BAT_SH,BAT_SF,BAT_GDP,BAT_SB,BAT_CS,BAT_BA,BAT_OBP,BAT_SLG,BAT_OPS,BAT_MLBID,BAT_TB,BAT_H_R_RBI,BAT_HITTER_FANTASY_EST,PIT_DATE,PIT_TM,PIT_OPP,PIT_G,PIT_GS,PIT_W,PIT_L,PIT_SV,PIT_IP,PIT_H,PIT_R,PIT_ER,PIT_BB,PIT_SO,PIT_HR,PIT_HBP,PIT_ERA,PIT_BF,PIT_PIT,PIT_STR,PIT_WHIP,PIT_MLBID,PIT_K_PER_IP,SC_AVG_EXIT_VELO,SC_AVG_LAUNCH_ANGLE,SC_XBA,SC_XSLG,SC_HARD_HIT_RATE,SC_BARREL_RATE_EST,LAST_HIT_RESULT_DATE,LAST_HIT_OPPONENT,LAST_HIT_PA,LAST_HIT_AB,LAST_HIT_H,LAST_HIT_R,LAST_HIT_RBI,LAST_HIT_HR,LAST_HIT_BB,LAST_HIT_HBP,LAST_HIT_SO,LAST_HIT_SB,LAST_HIT_SINGLES,LAST_HIT_DOUBLES,LAST_HIT_TRIPLES,LAST_HIT_TOTAL_BASES,LAST_HIT_H_PLUS_R_PLUS_RBI,LAST_HIT_HITTER_FANTASY_PP,LAST_PIT_RESULT_DATE,LAST_PIT_OPPONENT,LAST_PIT_IP,LAST_PIT_OUTS,LAST_PIT_K,LAST_PIT_ER,LAST_PIT_BB,LAST_PIT_HITS_ALLOWED,LAST_PIT_HR_ALLOWED,LAST_PIT_PITCHES,LAST_PIT_WIN,LAST_PIT_QUALITY_START,LAST_PIT_PITCHER_FANTASY_PP
JAKE ROGERS,"Jul 10, 2026",DET,PHI,1.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,668670.0,0.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,84.12777777777778,23.33333333333333,0.2356666666666666,0.5733333333333334,0.0666666666666666,0.0,2026-07-10,PHI,4.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,7.0,,,,,,,,,,,,,
JAKE WOODFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",CHC,CIN,1.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,0.0,3.0,1.0,0.0,,11.0,43.0,28.0,,663765.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,CIN,2.0,6.0,3.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,6.0
JAKOB MARSEE,"Jul 10, 2026",MIA,CLE,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,805300.0,0.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,83.58611111111111,18.13888888888889,0.3462727272727273,0.5699545454545455,0.0901639344262295,0.0,2026-07-10,CLE,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,10.0,,,,,,,,,,,,,
JAMES OUTMAN,"Jul 10, 2026",DET,PHI,1.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,681546.0,3.0,4.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,76.0142857142857,17.761904761904763,0.2202142857142857,0.3666428571428571,0.0444444444444444,0.0,2026-07-10,PHI,4.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,14.0,,,,,,,,,,,,,
JAMES WOOD,"Jul 10, 2026",WSH,NYY,1.0,5.0,5.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,695578.0,6.0,6.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,87.14222222222223,8.511111111111111,0.4604166666666667,1.13575,0.109090909090909,0.0121212121212121,2026-07-10,NYY,5.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,6.0,24.0,,,,,,,,,,,,,
JARED TRIOLO,"Jul 10, 2026",PIT,MIL,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,669707.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,83.02857142857144,6.214285714285714,0.2198,0.32935,0.0789473684210526,0.0,2026-07-10,MIL,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
JARED YOUNG,"Jul 10, 2026",NYM,BOS,1.0,4.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,676724.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,84.025,17.175,0.303125,0.39625,0.0973451327433628,0.0,2026-07-10,BOS,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,8.0,,,,,,,,,,,,,
JARREN DURAN,"Jul 10, 2026",BOS,NYM,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,680776.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,80.525,23.40625,0.4693636363636363,1.1249090909090909,0.064516129032258,0.0161290322580645,2026-07-10,NYM,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,
JASE BOWEN,"Jul 10, 2026",SD,TOR,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,687749.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,87.2,4.4,0.399,0.7351428571428571,0.1481481481481481,0.0,2026-07-10,TOR,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
JASSON DOMÍNGUEZ,"Jul 10, 2026",NYY,WSH,1.0,4.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,691176.0,4.0,5.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,84.9843137254902,17.607843137254903,0.38275,0.6421785714285715,0.1259842519685039,0.0078740157480314,2026-07-10,WSH,4.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,5.0,19.0,,,,,,,,,,,,,
JAVIER SANOJA,"Jul 10, 2026",MIA,CLE,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,691594.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,83.02564102564102,15.743589743589745,0.3257407407407407,0.383037037037037,0.1,0.0,2026-07-10,CLE,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
JAZZ CHISHOLM JR.,"Jul 10, 2026",NYY,WSH,1.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,665862.0,4.0,4.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,86.72564102564102,20.64102564102564,0.3316470588235294,0.5147058823529411,0.135593220338983,0.0,2026-07-10,WSH,4.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,16.0,,,,,,,,,,,,,
JEFF HOFFMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",TOR,SD,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,13.0,9.0,,656546.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,SD,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
JEFF MCNEIL,"Jul 10, 2026",ATH,CWS,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,643446.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,88.06315789473685,10.263157894736842,0.2371764705882353,0.3261764705882353,0.238095238095238,0.0,2026-07-10,CWS,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
JEREMY PEÑA,"Jul 10, 2026",HOU,TEX,1.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,665161.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,82.225,-5.0,0.23175,0.2545,0.0833333333333333,0.0,2026-07-10,TEX,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,,,,,,,,,,,,,
JHONY BRITO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",SD,TOR,1.0,0.0,0.0,0.0,0.0,2.2,3.0,2.0,2.0,1.0,2.0,1.0,0.0,,12.0,50.0,34.0,,666745.0,0.9090909090909092,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,TOR,2.2,8.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,8.0
JIM JARVIS,"Jul 10, 2026",ATL,STL,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,805347.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,79.24722222222222,-0.6666666666666666,0.3077777777777777,0.4319444444444444,0.0919540229885057,0.0114942528735632,2026-07-10,STL,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,,,,,,,,,,,,,
JIMMY CROOKS,"Jul 10, 2026",STL,ATL,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,699625.0,4.0,3.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,89.58571428571429,4.857142857142857,0.518,1.225666666666667,0.088235294117647,0.0,2026-07-10,ATL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,14.0,,,,,,,,,,,,,
JIMMY HERGET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",COL,SF,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,,6.0,29.0,19.0,,623474.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,SF,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0
JJ BLEDAY,"Jul 10, 2026",CIN,CHC,1.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,668709.0,4.0,4.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,80.25531914893617,21.361702127659573,0.3583913043478261,0.568304347826087,0.0608108108108108,0.0135135135135135,2026-07-10,CHC,4.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,18.0,,,,,,,,,,,,,
JJ WETHERHOLT,"Jul 10, 2026",STL,ATL,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,802139.0,0.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,83.45084745762712,21.83050847457627,0.3492121212121212,0.5872121212121212,0.108433734939759,0.0120481927710843,2026-07-10,ATL,4.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,,,,,,,,,,,,,
JO ADELL,"Jul 10, 2026",LAA,MIN,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,666176.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,83.09142857142857,15.857142857142858,0.3614782608695652,0.5792608695652174,0.099009900990099,0.0,2026-07-10,MIN,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
JOC PEDERSON,"Jul 10, 2026",TEX,HOU,1.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,592626.0,4.0,3.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,84.676,22.36,0.3014545454545454,0.629090909090909,0.0843373493975903,0.0,2026-07-10,HOU,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,16.0,,,,,,,,,,,,,
JOE MACK,"Jul 10, 2026",MIA,CLE,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,,,,,691788.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,76.68518518518519,-4.333333333333333,0.2603076923076923,0.5027692307692307,0.0493827160493827,0.0,2026-07-10,CLE,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
JOEY BART,"Jul 10, 2026",ATL,STL,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,663698.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,87.3875,5.25,0.3248749999999999,0.90225,0.1020408163265306,0.0204081632653061,2026-07-10,STL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
JOEY MENESES,"Jul 10, 2026",ATH,CWS,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,608841.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,79.23333333333333,29.33333333333333,0.21,0.233,0.0,0.0,2026-07-10,CWS,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
JOEY ORTIZ,"Jul 10, 2026",MIL,PIT,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,687401.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,80.9972972972973,12.83783783783784,0.34352,0.54704,0.0952380952380952,0.0095238095238095,2026-07-10,PIT,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
JOJO ROMERO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",STL,ATL,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,10.0,8.0,,668941.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,ATL,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0
JONAH HEIM,"Jul 10, 2026",ATH,CWS,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,641680.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,85.08064516129032,16.93548387096774,0.2882222222222222,0.5993333333333334,0.0930232558139534,0.0116279069767441,2026-07-10,CWS,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
JONATAN CLASE,"Jul 10, 2026",TOR,SD,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,682729.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,82.34166666666667,13.083333333333334,0.1965,0.295625,0.025,0.0,2026-07-10,SD,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,,,,,,,,,,,,,
JONATHAN ARANDA,"Jul 10, 2026",TB,SEA,1.0,5.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,666018.0,2.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,85.81343283582089,24.776119402985078,0.3526129032258064,0.6040322580645162,0.0701754385964912,0.0058479532163742,2026-07-10,SEA,5.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,4.0,13.0,,,,,,,,,,,,,
JONATHAN LOÁISIGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",AZ,LAD,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,3.0,18.0,12.0,,642528.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,LAD,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
JORBIT VIVAS,"Jul 10, 2026",WSH,NYY,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,678391.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,78.115625,25.71875,0.2495294117647059,0.3483529411764706,0.0714285714285714,0.0,2026-07-10,NYY,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
JORDAN ROMANO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",COL,SF,1.0,0.0,0.0,0.0,0.0,0.2,1.0,1.0,1.0,3.0,0.0,0.0,0.0,,6.0,35.0,20.0,,605447.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,SF,0.2,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,-1.0
JORDAN WALKER,"Jul 10, 2026",STL,ATL,1.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,691023.0,0.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,88.46727272727273,17.25,0.4648571428571428,0.9597857142857142,0.1212121212121212,0.0121212121212121,2026-07-10,ATL,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,,,,,,,,,,,,,
JORGE BARROSA,"Jul 10, 2026",AZ,LAD,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,678489.0,0.0,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,59.65,-25.0,0.789,0.924,0.0,0.0,2026-07-10,LAD,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,,,,,,,,,,,,,
JORGE POLANCO,"Jul 10, 2026",NYM,BOS,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,593871.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,80.18823529411765,16.941176470588236,0.2201818181818182,0.2682727272727273,0.06,0.0,2026-07-10,BOS,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
JORGE SOLER,"Jul 10, 2026",LAA,MIN,1.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,624585.0,2.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,87.1939393939394,15.151515151515152,0.3000526315789473,0.5134736842105263,0.0927835051546391,0.0,2026-07-10,MIN,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,7.0,,,,,,,,,,,,,
JOSE ALTUVE,"Jul 10, 2026",HOU,TEX,1.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,514888.0,0.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,78.626,15.1,0.2269565217391304,0.3843043478260869,0.0753424657534246,0.0,2026-07-10,TEX,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,6.0,,,,,,,,,,,,,
JOSH BELL,"Jul 10, 2026",MIN,LAA,1.0,4.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,605137.0,4.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,85.00399999999999,19.62,0.3249565217391304,0.7811304347826088,0.0986842105263157,0.0131578947368421,2026-07-10,LAA,4.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,12.0,,,,,,,,,,,,,
JOSH JUNG,"Jul 10, 2026",TEX,HOU,1.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,673962.0,0.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,84.03548387096774,7.709677419354839,0.3498333333333334,0.5245833333333333,0.09009009009009,0.0,2026-07-10,HOU,4.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,9.0,,,,,,,,,,,,,
JOSH LOWE,"Jul 10, 2026",LAA,MIN,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,666139.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,78.80666666666667,22.622222222222224,0.2765263157894737,0.538421052631579,0.0614035087719298,0.0,2026-07-10,MIN,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,
JOSH NAYLOR,"Jul 10, 2026",SEA,TB,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,647304.0,0.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,83.1325,12.475,0.21,0.2487241379310344,0.0961538461538461,0.0,2026-07-10,TB,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,10.0,,,,,,,,,,,,,
JOSH ROJAS,"Jul 10, 2026",KC,BAL,1.0,4.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,668942.0,2.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,75.8,8.25,0.1588,0.2512,0.0377358490566037,0.0,2026-07-10,BAL,4.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,10.0,,,,,,,,,,,,,
JOSHUA KURODA-GRAUER,"Jul 10, 2026",ATH,CWS,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,811965.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,84.50638297872341,14.829787234042554,0.3217199999999999,0.3828799999999999,0.1150442477876106,0.0,2026-07-10,CWS,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,,,,,,,,,,,,,
JOSÉ A. FERRER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",SEA,TB,1.0,0.0,0.0,0.0,0.0,0.1,4.0,3.0,3.0,0.0,0.0,1.0,0.0,,5.0,10.0,8.0,,678606.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,TB,0.1,1.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,-8.0
JOSÉ CABALLERO,"Jul 10, 2026",NYY,WSH,1.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,676609.0,0.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,75.20975609756097,23.59523809523809,0.3238823529411765,0.5454117647058824,0.032258064516129,0.0080645161290322,2026-07-10,WSH,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,11.0,,,,,,,,,,,,,
JOSÉ FERMÍN,"Jul 10, 2026",STL,ATL,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,665877.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,82.66470588235293,24.11764705882353,0.2604230769230769,0.3791153846153846,0.0909090909090909,0.0064935064935064,2026-07-10,ATL,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
JP SEARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",SD,TOR,1.0,1.0,0.0,1.0,0.0,4.1,6.0,3.0,3.0,1.0,3.0,0.0,0.0,,19.0,72.0,46.0,,676664.0,0.7317073170731708,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,TOR,4.1,13.0,3.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,13.0
